text,label,translated
بتحس مذيعات عم تنتقم بس تذيع النشرة سمّ و تسمسم خاصة بس تقول جبران باسيل,normal,"I feel anchors of uncle, but the bulletin broadcasts the poison and enacted special, but Gibran Bassil says"
صار الصغير يحكي سياسة   العقاب لوهاب وهاب قاتل ابو دياب ,normal,"The little one has been telling the policy of punishment for Lahab Wahhab, who fought Abu Diab"
خدمات شو يا وئام شو مفتكر الشركتين كرم على درب ع قولة فيرا مثلاً انا لما بدي شرج بعمل اجرائات امنية م… ,normal,"Shaw services, Wiam Shaw, the two companies, the two companies, Karam, on the path of the saying of Vera, for example, when I want an anus to do security procedures ..."
بق بق بقيييق    أصناف بكى يا لبنان لا تليق فلا تعليق ,normal,"Bed Baraqiqi, varieties, you cried, Lebanon, not worthy, so there is no comment"
المشكلة انو دكتاتور حقو فرنك عديم الرؤية و الفهم وعاملي فيها خامس الخلفاء و مو شاطر غير بالهوبرة و الزعبرة و اللعي و رح يجيب اجل تركيا عاجلاً غير آجل و مع ذلك الشبيبة مغرمين فيه؛المصيبة انو الحج اردوغان هو نموذج ثلاثي الأبعاد للمقولة ا,abusive,"The problem is that the dictator of the right of a franc is without vision and understanding, and I worked in it the fifth caliphs, and it is not shared other than the Pahara, the drinker, and the lobby, and it will answer Turkey sooner, not later, and with that the youth are fond in it;"
لله لا يحرمنى هل طلي الله يحميك ,normal,لله لا يحرمنى هل طلي الله يحميك 
انت خراس وخليك بمنشارك وهيدا اللي عم يحكي عالتويتر كمان يخرس,abusive,You are Khuras and you are participating and this is what tells Twitter as well
هل من المعقول لبنان وشعبه يرضى برئيس وزراء فعل به القحطاني ما فعل عن احتجازه هذه لبنان فوق الجميع ,normal,Is it reasonable for Lebanon and its people who are satisfied with the prime minister who did Al -Qahtani what he did about his detention of this Lebanon over everyone
مجرد ظهور جبران باسيل في اي مؤتمر صحفي او حديث للإعلام في شأن لبناني او غيره يعطي انطباع بأن هناك تعقيد…,normal,Just the appearance of Gibran Bassil in any press or modern media conference in a Lebanese or other affairs that gives the impression that there is a complexity ...
نحن لا ننكر التاريخ صدام ارتكب خطأ كبير جداً ونحن اتخذنا… ,normal,"We do not deny history, a clash that made a very big mistake, and we took us ..."
شخبط شخابيط لخبط لخابيط مسك الألوان و رسم عالحيط عراية نانسي  ,normal,"Shakhbakhtaeh, a mess, to mess with the color musk, and a drawing of Nancy Naisi"
من وين لوين والكاتوليك بيخلفوا زي الأرانب؟ 😂,hate,"Where are Lewin and Larkolic, they succeeded 😂  the rabbits?😂"
احلى هدف سجلته العدسات      ,normal,The best goal scored by the lenses
صحيح يا صفيق ,abusive,"Correct, Chev."
ما حدا مرتد ولعين غيرك يا واطي ,abusive,"No one is apostate and the eye of others, O my"
وكم نتمى لو اقتدى عماد عثمان بضباط سابقين وحاليين من السلك العسكري وكان مثلهم صاحب مناقبية واخلاق عالية… ,normal,How much we wish if Imad Othman followed up with former and current officers from the military corps and he was like them with high morals and morals ...
كذبك يا أيوب بدو علاج جبران باسيل,abusive,"You lied to you, Ayoub, Bedoune treatment of Gibran Bassil"
مابدنا حكومه مرتهنه لاحد نحن نريد حكومة حرة قلبا وقالبا ,normal,"We did not want a government to one of us, we want a free government, heart and heart"
وقح,abusive,shameless
عدا عن جحاشة الأخ البلوشي ومعلوماته الخاطئة تماما عن الاشوريين والكلدان,abusive,Other
لك يقطع عمرن اسم على مسمى,abusive,You cut an age name in the name
وقاحة يلي عم يكتب فرح لتحرير إخواننا الأكراد بعفرين من عصابات الـ هو إما جاهل، أو عنده حقد غير طبيعي للأكراد وبده يستفزهن حط بالخرج,normal,Insanity follows Farah to liberate our Kurdish brothers in Afrin from the gangs of Al
الرساله الأقوى التي جاءت من ثغر السيد حسن نصرالله,normal,The strongest message that came from the vulnerability of Mr. Hassan Nasrallah
كول هوا وانصرف من هون,abusive,Cole Hawa and left from Hun
البغل الخالد,abusive,Immortal mule
مش بس مختل ، على ذمتى انه حشّاش كمان ، مع إحترامي للحشّاشين,abusive,"It is not only a disturbed, on my time, it is a mushroom, with my respect for the jellyfish"
ويل لهم اذا اوقظ النائم ،لا يعرفون ما الذي ينتظرهم ، كل سباط من قياس و ما فوق   ,abusive,"Woe to them if he wakes up as the sleeper, they do not know what is waiting for them, every measure of measurement and above"
باسيل جبران وزير خارجية لبنان,normal,"Basil Gibran, the Minister of Foreign Affairs of Lebanon"
كتب الشاعر واﻷديب العراقي الكبير مظفر النواب هل تعرف من هي أو ماهي دمشق؟ ☝ شقيقة بغداد اللدودة ☝ ومصيدة بير… ,normal,كتب الشاعر واﻷديب العراقي الكبير مظفر النواب هل تعرف من هي أو ماهي دمشق؟ ☝ ☝  شقيقة بغداد اللدودة ☝  ☝ ومصيدة بير… 
نحن طائفة تعشق الحق والحرية ولا تُحكم بالدكتاتورية ,normal,We are a sect that loves truth and freedom and does not rule dictatorship
اذا كان في حدا لازم يكون بالقنينة فهو انت ,normal,"If it is in the end, it is necessary for it, then it is you"
نبيه بري واحد كذاب لعوب ماسوني عّم يلعب فينا منذ ان سلمناه فكرتها انسان شريف بلنهاية طلع ماسوني عميل و…,abusive,"Nabih Berri is one liar, a playful, Mason, Play, playing in us since we handed it over to her idea, an honorable person, at the end of Masonic, a customer and ..."
الحاصباني باعتراف من يقدر عمل الوزراء هوي من افضلهمانت معيار تقييمك للناس بتقيسو بوزير متل سيزار بو خل…,normal,Al -Hasbani confessed to those who are able to work ministers Hoy of the best of the best of your assessment of people in Qaisu with a minister of Caesar Bou Khale ...
كول هوا انت كمان و لا قوي تحكي عليي,abusive,"Cole Hua, you are also no strong. You tell me"
وقلت قولة حق ,normal,I said a right
إن الأجواء التي اشاعها الرئيس نبيه برّي، لا سيما لجهة علاقته مع الرئيس ميشال عون و…,normal,"The atmosphere that President Nabih Berri spread, especially in terms of his relationship with President Michel Aoun and ..."
هيدا المطلوب جادو لانو الوضع صار بدو لطم   ,normal,"This is what is required, because the situation has become a Bedouin"
ما ذال بتحب سورية بشار هل قد نقبر روح قعود هونيك وما تفرجينا صورت وجك ,abusive,"What do you like to love Syria, Bashar, do we arrange the spirit of Honik's bodies, and we will not be released."
أعلن المكتب الإعلامي لوزير الخارجية والمغتربين في حكومة تصريف الاعمال جبران باسيل في بيان، أنه تقدم بواسطة وكيله ا…,normal,"The media office of the Minister of Foreign Affairs and Expatriates in the caretaker government, Gibran Bassil, announced in a statement that it was submitted by his agent ..."
يعني حمار وعارف أن الفلوس لسيدك حسن الزباله ,abusive,It means a donkey and know that the money for your master is good
أمر عمليات اليوم جبران باسيل ينفذ اوامر الولايات المتحدة وإسرائيل ويريد تغيير عقيدة الجيش,normal,"Today's operations, Gibran Bassil, carries out the orders of the United States and Israel and wants to change the army's doctrine"
لا تحية ولا سلام لميشال عون على دوره ومساهمته بشق وحدة الصف الدرزي، ونقول له ولأمثاله نحن بالمرصاد لكل… ,normal,"There is no greeting, no peace for Michel Aoun, for his role and his contribution to the incision of the unity of the Druze row, and we say to him and his ilk we are looking for each ..."
يا جبران باسيل انت شو دخلك بلموضوع الخليجي حتى تصرح بهيك تفاهة؟ افشلت القمة، افشلت العهد، افشلت البلد,normal,"Gibran Bassil, what are you entering the Gulf issue until you declare a banality?The summit failed, the covenant failed, the country failed"
احلى متوالي 😉,normal,The best consecutive 😉  😉
كلامك يديمن بهل همة والنشاط ,normal,Your words are dominated by the vigor and activity
كول هوا ياللبناني،،،، انفضحت الله يفضح كل الكلاب اللي مثلك,abusive,"Cole Hua, Lebanese ,,,, God exposes all the dogs like you"
شو موعيك ؟ عم تصلي الفجر ؟ ,normal,What do you think?Do you pray dawn?
تضرب بالحزاء وتلعق حزاء الحريري فعلا خقير ,abusive,Hit with shoes and lick the Hariri shoes really despicable
ما خصك ما دخلك افرنقع        ,abusive,I did not compete with you
مهرج، كذاب، منافق، راقص فوق الجثث، مرتهن، عبد مملوك، لا ارادة لك ولا كلمة، حتى كل الصفات البشعة صارت تس… ,abusive,"A clown, a liar, a hypocrite, a dancer over the bodies, a mortgagee, a slave, a slave, has no will or a word, even all the hideous attributes have become ts."
العمى الضربو حرامي حقو فرنك,abusive,Blindness beating is forbidden
قال الفصعون بدو يفطر بالقدس لك يا عمو خلينا نفطر ب حلب بالاول بعدين نتحاكى,abusive,"Al -Fasoun said, Bedou, who breaks the fast in Jerusalem, O uncle, let us break the fast in Aleppo, then we are simulating"
اللي بيوقف ورا المراسلين و بيقول باي للكاميرا و بيتلفن لأمه تتشوفو عالتلفزيون جايي يتفلسف و يترجملي تصريحات جبر…,normal,"He who stops behind the correspondents and says Bay for the camera and Betfin for his mother Tashoufu on TV, Jaye, philosophically, and translates the statements of Jabr ..."
مترجم فاشل و له ذنب ,abusive,A failed translator and has sin
والله يا معالي الوزير متل ما أكيد مبسوطين وعم نهلل لانجاز وزير العدل وللعهد بمباراة كاتبي العدل منتمنى… ,normal,"By God, His Excellency the Minister, like what is sure, happy and uncle, and we will be made to accomplish the Minister of Justice and for the covenant with the match between the writers of justice, we wish ..."
طيب بشار الاسد بتدعمه حزب الله والامارات بتدعم بشار الاسد من بدايه الازمه فسر لي الموضوع ,normal,"Ok, Bashar al -Assad, supported by Hezbollah and the Emirates, supporting Bashar al -Assad from the beginning of the crisis, so I explained the issue to me"
انت حمار ولا عم تستحمر,abusive,"You are a donkey, not browned"
نحن أبناء الإمام المغيب السيد موسى الصدر لا نقبل ولا نسمح أن يبقى وزير الخارجية اللبنانية جبران باسيل بإطلاق شعارات انه من ح…,normal,"We are the sons of Imam al -Mughib, Mr. Musa al -Sadr."
الله يمهل ولا يهمل ,normal,May God give and not neglect
حلمت اني تجوزت شبيهة نسرين طافش خير اللهم اجعله خير,normal,I dreamed that I was permissible similar to Nisreen Tafesh?
قوم فوت نام ,normal,We missed sleep
انا الموقع ادناه ومن موقعي هذا اصرّح بأنني لست مسؤول عن عدم مشاركة الرؤساء الى القمه لا من قريب ولا من بعيد,normal,"I am the site below, and from my site, I declare that I am not responsible for the presidents that the presidents do not participate in the summit, neither from near nor from afar"
ولو يا د فياض ما تترك حقدك على جبران باسيل يضيع موضوعيتك  ,abusive,"If you do not leave your hatred on Gibran Bassil, your objectivity is lost"
لوسيل إشادة بمساهمة قطر لدعم إنشاء صندوق عربي للاستثمار في التكنولوجيا دعوة المجتمع الدولي لتحمل مسؤولياته تجاه اللجوء…,normal,Lucille for a tribute to Qatar's contribution to support the establishment of an Arab Fund for Investment in Technology to invite the international community to assume its responsibilities towards asylum ...
لوما عنا مشكلة العَفَن الطائفي بمخوخنا كنا منلاقي قانون انتخاب ع غوغل ,normal,"For us, the problem of sectarian chastity with our peach was the convergence of the law of electing Google"
كما عدودتنا قاىدنا الغالي على الشجاعة وقول كلمة الحق ،خافوا منك ومن كلامك عنهم وكشفهم لسرقة البلد والماف… ,normal,"Our fairness also led us dear to courage and saying the word of truth, feared from you and from your words about them and revealing them to steal the country and Map ..."
المقارنة بين جبران باسيل والدكتور سمير جعجع لا تجوز،الاول ناشئ في السياسة وا…,normal,The comparison between Gibran Bassil and Dr. Samir Geagea is not permissible. The first arises in politics and ...
روق يا وءام، يا وءام روق أبقاش تخبّص بالحكي، ركِّز يا أخي و اشرب متّي ,normal,"O Lord, oh, oh, oh"
كيف بتبهدل حالك ب حركات؟؟جيب جبران باسيل، وعملو وزير الخارجية، ويطلع يتحفنا بأفكاره دولياً مش بس محلياً   ♀ …,normal,"How do you do your condition with movements ?? Gibran Bassil's pocket, and they worked as the Minister of Foreign ♀  Affairs, and informs us of his ideas internationally, not only locally ♀ ..."
الطائفه الموحدين الدروز هناك شيخ عقل واحد وهو الشيخ نعيم حسن وزعيم الجبل وليد بيك جنبلاط  ✌   ✌   ,normal,Al -Taifa Almohads Druze There is one Sheikh of Akk ✌  ✌ 
يلا ضبوا تويتات مقابلة جبران باسيل و نزلولنا تويتات التضامن مع الرفيق مادورو,normal,"Yalla, they fell tweets, Gibran Bassil interview, and our solidarity tweets with comrade Maduro"
روح تعالج يا حمار انت ,abusive,"A soul to treat you, donkey"
متابعةً لزيارة الوزير جبران باسيل الى وارسو، عقدنا هذا الصباح إجتماع عمل بمعية مدير عام وزارة الزراعة أ لويس لحود وحضور السفير…,normal,"Follow -up to the visit of Minister Gibran Bassil to Warsaw, we held this morning a work meeting with the Director General of the Ministry of Agriculture, Lewis Lewish and the presence of the ambassador ..."
يخدك وياخدو بشي صندوق على سوريا ,abusive,He takes you and takes a box on Syria
بس اسمع تصريحات جبران باسيل     اسرائيل شر مطلق,normal,"But I hear the statements of Gibran Bassil, Israel is absolute evil"
صباح الخير يلعن ترامب,abusive,"Good morning, Tram curses"
يعلن معهد جبران باسيل للعلوم المالية عن بدء دورات مالية اختصاص إدارة الدولة من دون ميزانية الوظيفة مؤمنة في امريكا وبريطانيا,normal,The Gibran Bassil Institute of Financial Sciences announces the start of financial courses for state management jurisdiction without the job budget in America and Britain
اين هو العهد القوي من هذه المهزلة بوق مأجور ,abusive,Where is the strong era of this farce with a hired trumpet
ما بدا كل هالقد عزيزاتي، كل ما في الأمر انو هو قانون الإنتخاب الجديد عويص والنسوان بشكل عام ما عندن إلمام بشؤون السياسة قد الرجال متل بالفوتبول مثلاً يعني لو نكّتت عن رجال عم يحكوا عن الطبخ كان مشي الحال مثلاً؟ 😎,hate,"What seemed to all this dear, all that is in the matter is the law of the new election, Aweis and Al -Naswan in general, we do not have knowledge of politics.😎 😎 "
عندما سئل ابو الغيط عن امكانية عودة عصابة سفاح الشام الى الجامعة العبرية أجابهم اسألوا جبران باسيل كلبها في بيروت,abusive,"When Aboul Gheit was asked about the possibility of the gang of the thugs of the Levant to the Hebrew University, he answered them. They asked Gibran Bassil her dog in Beirut"
جبران باسيل قال ان لبنان سيلعب دور رئيسا في اعادة الاعمار في الدول العربية عندما يخرج رأسه من زبالة بيروت يستطيع…,abusive,Gibran Bassil said that Lebanon will play a major role in reconstruction in the Arab countries when its head comes out of Beirut's garbage ...
شعب معوّد يحضر ال بدّو يفهم شو حكي جبران باسيل عل ؟؟ مازال أخدتن ساعة حتى ترجموا شو قال وعملوا ردّة فعل وترجموا…,normal,"A hostile people attend the Badu who understands what did Gibran Bassil tell about ??They still took an hour until they translated Shaw said, and they did a reaction and translated ..."
وانا بقترح تروح عند حكيم بيطري لان الظاهر انك موجوع كتير    ,abusive,"And I suggest that you go to a veterinarian, because it seems that you are very painful"
وقت عدوان تموز تذكر كلمات ش ك را ق ط ر بكفي عمرولك جسر لتطلع ع الجاهلية هههههههه والله شي بضحك ,normal,"The time of the aggression of July, remember the words of K. R. R"
فعلا اصبحنا في زمن دوار ,normal,فعلا اصبحنا في زمن دوار 
بدل ما نجيب لكل وزارة وزير حسب إختصاصه منجيبهن حسب طوايفن وأحزابن هَبَل يهبلنا,normal,"Instead of what we answer for each ministry, according to his jurisdiction, they are their answers, according to the Tawaifin and the Habal parties."
والدليل اخوة ناجحين ماشالله عليهم بدهم يعملوا نقابة بالبيت ,normal,"The evidence is a successful brothers, what God willing, they should work at home"
بعرف مغرد واقف ل نوال بري بالمرصاد على كل تغريدة او صورة بتنزلها,normal,I know a tweet standing for Nawal Berri to look at every tweet or image to download it
اللعبة التي يمارسها جبران باسيل لحجز مقعده في الانتخابات الرئاسية منذ الآن لا تجدي نفعاً لأن مجلس النواب سيتغيّر وم…,normal,"The game, which Gibran Bassil is playing to reserve his seat in the presidential elections from now on, does not work because the House of Representatives will change and ..."
مياومو الاعلام غادة عيد بس يطل الملك جبران باسيل بتركضي بتفتحي الباب وبتوطي راسك بالأرض وما تنطري بخشيش منو لان ما بيد…,hate,"Miaomo, the media, Ghada Eid, but King Gibran Bassil overlooks a park that opens the door, and your head is on the ground, and it is not a roughness, because what is in the hand of ..."
نحتاج الى نفوس جديده ,normal,We need new souls
سكربينة عنصرية حقها فرنك فوتي حسابها و شوفي؛بس خدي حب حموضة و مراجعة قبل ما تدخلي,abusive,"A racist script has the right of Franchi Foti, her account and Choufi;"
كلامي ان حزب الله الحامي الوحيد للبنان معناه ان في لبنان ما… ,normal,"My words are that Hezbollah is the only protector of Lebanon, meaning that there is no ..."
دعلي، انت مدان باعتذار شديد للشعب الخليجي عامة وشعب المملكة والإمارات بشكل خاصمن أين اتيت… ,normal,"Call, you are convicted of a great apology to the Gulf people in general and the people of the Kingdom and the Emirates in particular. Where did you come ..."
سليمان فرنجية ممكن اسمه مطروح اكتر شي بس ما كتير عم يشتغل بهالايام وشامل روكز يمكن افضل بس كمان تعبنا م…,normal,"Suleiman Franjieh, it is possible that his name is Matrouh."
وهاب بعد زيارته الغريب لقاء خلدة مهمته داخلية درزية وليس موجهاً ضد أحد ,normal,"Wahhab after his strange visit to meet Khalda, his domestic domestic mission is not directed against anyone"
كيف لقضاء يترأسه من يترأس عثمان ان يحاسبه الفساد مغطيهم ,normal,How to make up for the head of Uthman to be held accountable for corruption
مركز البحوث اللي اتدمر لإلنا مو للنظام لازم نزعل انه اتدمر منين رح نجيب اجهزة وابحاث بس تخلص الحرب هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه اخ يا خواصري خخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخ,normal,"The Research Center that is destroyed for the regime, we must make it destroyed from where we will answer devices and research, but the war is concluded hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahs of him?"
اقول انت مسكين ويمكن نايم امس من شرب الخمر اخبرك انه امس إسرائيل قصفت دمشق ومطارها تضرر ,normal,I say you are poor and can sleep yesterday from drinking wine.
وئام وهاب عميل مأجور عند نظام الاسد انت ومن معك طائفة الموحدين براء منك ومن افعالك بدي قلك شي وخليهم بر… ,abusive,Wiam Wahab is a paid agent at the Assad regime.
ﺍﻟﺘﻘﻰ ﺍﻟﻮﺯﻳﺮ ﺟﺒﺮﺍﻥ ﺑﺎﺳﻴﻞ ﻓﻲ ﺩﺍﻓﻮﺱ ﺍﻟﻤﺒﻌﻮﺙ ﺍﻟﺨﺎﺹ ﻟﻸﻣﻢ ﺍﻟﻤﺘﺤﺪﺓ ﻓﻲ ﺳﻮﺭﻳﺎ,normal,"Minister Jabrin Passel in Dafoufus, the absent jet of the deficient in Suria"
قوم شخ على قبر القائد الخالد بلا مؤاخزة,abusive,قوم شخ على قبر القائد الخالد بلا مؤاخزة
لاي حضرتك ما بتتعاطى سياسة؟؟او فنان؟الله يشفيك ,normal,What do you do not use a policy ?? or an artist? May God heal you
ناقصين بشهاده ومن دون شهاده حاج تقدر مراجل على الفاضي ,normal,"Under his testimony and without a testimony, a pilgrim appreciates boilers on the empty"
عمرو أديب يمسح بالطفل المعجزة جبران باسيل الأرض ويخلي الي مايشتري يتفرج,abusive,"Amr Adeeb wipes the miracle child, Gibran Basil, and lets you not buy"
الهدف ليس جبران باسيل الهدف هو التفاهم بين التيار وحزب الله,normal,The goal is not Gibran Bassil. The goal is to understand the current and Hezbollah
معالي الوزير انتا مش مشكلتك مع قطر مشكلتك مع ايا رءيس او امير بيجي عل قمه لانو مابدك تنجح لقمه بيين انك مع فريق لي ضدد القمه ,normal,"His Excellency the Minister, you are not your problem with Qatar, your problem with any head or prince Baiji, because you do not succeed in a summit."
يجب أن تعمم صحيح   ,normal,You must circulate right
مسكين يا لبنان ,normal,"Poor, Lebanon"
يوم بعد يوم تؤكد للكثير انك حاقد مأجور قطشة روح نام,abusive,"Day after day, confirming to a lot that you are hateful of the rest of the soul of sleep"
اجل مبسوط      باذن الله تنجب قريباً ,normal,"Yes, happy, God willing, soon"
اقترح انك تاكل شي صحن خرى افضل ما تسمعنا تويتاتك ,abusive,I suggest that you are eating something that is the best of your tweets
وهل هناك زمن أحط وأتفه من هذا الزمن، تباً وتعساً لدولة ما لها غير اسمها، ولصوصها ,abusive,"Is there a time that is degraded and trivial than this time, damning and dismaying to a country that has no name and thieves"
يللي عم قوله هو نوع من التهكّم يا بهلة بس شو بدّي أعمل اذا راسك محدود؟,abusive,"Uncle, saying it is a kind of recklessness, oh whale, but what do I want to do if your head is limited?"
رح يضل جبران باسيل كابوسكن يا مياومو الإعلام ورح يبني دولة الحقيقة وتفوتوا عالسجن,normal,"Gibran Bassil will lead the nightmare of Miamo, the media, and he will build a state of truth and miss to be imprisoned"
وضح مين هني الشركات ومين أصحابها ؟ ,normal,Who is the companies and who are their owners?
لنصل الى دولة يحكمها القانون والعدالة يجب رفع الغطاء عن الفاسدين ,normal,"To reach a state governed by law and justice, the cover must be removed from the corrupt"
ما حدا غيرك أمير الإرهاب والمجرم السفاح طز بهيك بلد خلف امتالك يا حمار ,hate,"No one else is the prince of terrorism and the criminal, the butcher, Tz Bhaik, a country behind your death, donkey"
إلى شركائنا في الوطن من المرده إلى حركة أمل إلى القوات إلى الكتائب إلى الاشتراكي إلى فلنتفق على نقطة عدونا المو…,normal,To our partners in the homeland from the Marada to the Amal movement to the forces to the battalions to the socialist to let us agree on the point of our enemy ...
معالي الوزير إن لبنان لن تقوم له قائمة ، هذا ما قاله احد اكبر العرفاء بالشؤون السياسية عام … ,normal,"His Excellency the Minister that Lebanon will not be based on him, this is what one of the largest customers said in political affairs in the year ..."
شوف أسماء المقبولين وتاريخ الولادة سنة   ,normal,See the names of those admitted and the date of birth year
هيك بتبلّش نهارك بالسجال    ♀  ونعم المسؤولية ما بتعرف تكون ايجابي شي مرّة ,normal,"Heck, you will be brought up ♀  in your day with the debate ♀ And yes, you do not know that it is positive once"
النسوية هلأ صار بدها تمثيل حسب الكفاءات أما بغير مطارح بتطالب بـ وبحصص لما يكونوا النسوانات قليل التمثيل تبعهن مشان يدحشوهن بكل مطرح غصب 😂,hate,Feminism has become a representation according to the competencies. 😂 
علاء خواجا أو اللواء عثمان تغريدات تدل على إفلاسك من المضمون وعلى غِناك من السخافة ,abusive,Alaa Khawaja or Major General Othman tweets indicating your success
يجب ان لا يستلموا معونة قطر ,normal,They should not receive the aid of Qatar
كله بيشبه كله مين بدو يحاكم مين ما في الا؟سلطة الشعب ,normal,All are similar to all of those who want to be tried?
نريد وطن ولاء شعبه وحكامه ومسؤوليه للوطن نريد وطن يعيد لابنائه امواله المنهوبة انا لتشريع قانون استعادة … ,normal,"We want the homeland of the loyalty of its people, its rulers, and its officials to the homeland. We want a homeland that restores its children with its looted money."
عليك التأكيد بعدم وجود ترخيص وأين ابناء المنطقة مع الاسف بالنبطية حجة كرمال خيمة قرميد سجنوها ,normal,"You have to confirm that there is no license and where are the people of the region, unfortunately, Nabatiyeh"
يلعن الأسد 💚,abusive,The lion curses 💚  💚
كفاكم هبل أيها السادة الجنبلاطيين لا أوامر من حزب البعث ولا من النظام الأسدي لو فيكم… ,hate,"Stop Hubble, gentlemen, Jablatin, no orders from the Baath Party, nor from the Assad regime, if you are in you ..."
كذلك نرى الوئام هو ليس حيادياً او موارباً هومع التحت مع الفقراء والبسطاء الذين يكونون دائماً عند خط الواجب ال… ,normal,"We also see harmony is not neutral or experts, or with the poor and the simple people who are always at the line of duty ..."
معلمي ما عند معلم وولا واحد منهم بيعنيني بس العاهرة يلي انت دافعت عنو بكفي انوا جبان ومتخ… ,abusive,"My teachers have no teacher and one of them is selling me, but the prostitute follows."
مياومو الإعلام وشائعاتكم ما رح تغبروا عل صرماية الوزير الملك جبران باسيل يلي بتشرف إعلامكم وأصحاب محطاتكم المأجورين للخارج تفه,hate,"Miaomo Media and your rumors, you will not be dusty with the minister of Minister King Gibran Bassil, followed by the honor of your media and the owners of your stations, who are hired abroad."
كيف كل زمن وإله أتباعه الزقيفة بإيام الإحتلال السوري للبنان، كان أشهرهم ناصر قنديل زال الوجود العسكري وتبخ… ,normal,"How is every time and the god of his sophisticated followers in the days of the Syrian occupation of Lebanon, the most famous of them was Nasser Qandil, the military presence was removed and tired ..."
من وين لوين شقفت لحام عملتو شيخ عقل يا ابو الصرامي وللا كل شي عندكن تزوير ونفاق ,abusive,"Where are Lien Len, Lahfa, Lahham"
مرقت عمخيلتك كلمة متل خراس  ,abusive,You passed your imagination a word like Khuras
اكيد مهضوم ومحترم,normal,"Sure, digested and respectful"
ولك دخيلو المعصّب ههههه,normal,And you have a disobedient intruder Hahaha
والك عين تدافع عن روسيا وهيي عم تعترف انو كل طلعة لأسرائيل عندا علم فيها ، ولشو وجود الروس اذا مش جايين يدافعو عن الشعب والقيادة السورية ، هيدا دليل انو الروس واسرائيل واميركا هني ب ، تفضلوا ردوا يا روس ع إسرائيل ووين الدفاعات الجوية لي,normal,"And the eye defends Russia, and she is a woman who recognizes that every sortie of Israel is aware of it, and he did not know the presence of the Russians."
والله خرجوا بيساهل ,normal,"By God, they went out"
قبل ما تحكي هالحكي شوفو الشعب اللبناني يلي عم بيموت قدام المستشفيات ويلي مش قادرين ندفع لنعيش ولا ناكل… ,normal,"Before you tell this to tell the Lebanese people, I will die in front of the hospitals, and we are not able to pay to live or eat ..."
يا لقيط يا ابن الزانية فيك تسد بوزك و هيك قمة بدها هيك مستوى نمسح فيهن الارض لكلن الدول العربية و ما حت… ,abusive,"O bastard, son of the adulterer in you, fill a bouzak, and the heck of it is the same as the level in which we wipe the earth to the Arab countries and what is even ..."
صفقات البلديات ما فهمت والله شو بتقصد، بتقصد صفقة مارسيلينو الحرك مع جبران باسيل ببل…,normal,"Municipal deals, I did not understand, and God, what do you mean, meant the Marseleino deal with Gibran Bassil Bebel ..."
طيب خراس,abusive,Tayyib Khuras
عندما يذوب التلج يبان المرج واذا ناطر عثمان ليضع الاصفاد منقلك نطور يا كديش ليطلع الحشيش ,abusive,"When the teling dissolves, the meadow is shown, and if Uthman we put to put the handcuffs, you will develop you, Kadish, to come up with hashish"
هيدا جبران باسيل,normal,Haida Gibran Bassil
كول هوا وخلينا نركز مع الطيب وخليك بصيدك عالتلج عبيط واهبل وزيمبواي,abusive,Cole Hawa and let us focus with the good and your hunt
استرجاع المال المسروق من النواب والزعماء ودكّهم بالحبس الحل الوحيد لهالبلد وبيصير عنّا وطن جديد وشعب جديد ,normal,"Recovering the stolen money from deputies and leaders and destroying them by imprisonment is the only solution for the country, and it becomes a new homeland and a new people"
يلعن روحه,abusive,Curses
